molecule_id,Washed_smiles,SR,bioactivity_class
5418,CCN(CC)c1ccc(cc1)N=O,5.427,inactive
5425,c1ccc2c(c1)-c3ccc(cc3C(=O)C2=O)[N+](=O)[O-],,active
5426,Cc1c2cc(c(cc2oc-3cc(=O)c(cc13)O)O)O,4.34,inactive
5477,CC(=O)C(C(c1ccccc1)N2CCOCC2)N3CCOCC3,4.076,inactive
5485,c1cc2c(ccnc2cc1Cl)NCC(CNc3ccnc4c3ccc(c4)Cl)O,5.612,inactive
5491,CC[n+]1c(ccc2c1cccc2)/C=C/3\C=CN(c4c3cccc4)CC,6.819,active
5548,CC1C(C(C(C(O1)OC2C(C(C(OC2Oc3cc(c4c(c3)O[C@@H](CC4=O)c5ccc(cc5)O)O)CO)O)O)O)O)O,4,inactive
5551,C[n+]1c(sc2c1c3ccccc3cc2)/C=C/c4ccc(cc4)N(C)C,6.669,active
5554,C(C(C(C(C(=O)CN)O)O)O)O,4,inactive
5605,CC(=O)/C=C/c1ccccc1,4.693,inactive
5620,c1ccc2c(c1)NC(C(=O)S2)(CC(=O)O)CC(=O)O,4,inactive
5639,c1ccc(cc1)c2ccccc2C(=O)c3ccccc3,,active
5648,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(cc1)OC)c2ncccn2,5.899,inactive
5703,COc1cc(cc(c1OC)OC)c2c3cc4c(cc3ccn2)OCO4,,active
5705,COc1cc(cc(c1OC)OC)c2c3cc4c(cc3c(cc2C(=O)OC)O)OCO4,,active
5746,CC[C@H]1[C@H](COC1=O)Cc2cncn2C,4,inactive
5751,c1ccc(c(c1)CO)OC2C(C(C(C(O2)CO)O)O)O,,active
5816,c1ccc(cc1)C(=O)NC(=S)Nc2ccc(cc2)Cl,4,inactive
5833,Cc1c(c(c(c(c1Cl)C)Cl)O)Cc2c(c(c(c(c2O)Cl)C)Cl)C,5.469,inactive
5844,c1cc2c(ccnc2cc1Cl)NCCNc3ccnc4c3ccc(c4)Cl,,active
5857,Cc1c(cc(c(c1Cc2c(c(cc(c2O)C(C)(C)C)Cl)C)O)C(C)(C)C)Cl,5.661,inactive
5861,C(CCN)CN,4,inactive
5884,Cc1cc2c(c(c1)OC)OC(CC2=O)c3ccccc3,4,inactive
5889,Cc1c(c(c2c(c1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,,active
5890,Cc1c(c(c2c(c1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O,,active
5896,COc1cc2cccnc2c(c1)/N=N/c3ccc(c4c3cccn4)O,5.659,inactive
5907,COc1ccc2c(c1)c(ccn2)/C=C/c3ccnc4c3cc(cc4)OC,4.662,inactive
5908,COc1ccc2c(c1)CCCN2c3c4ccccc4nc5c3cccc5,6.417,active
5912,CCCCCCCCCCC(CN(CC)CC)C(c1ccccc1)O,5.614,inactive
5920,CN(C)c1ccc(cc1)Cc2cc(c(cc2N)N(C)C)/N=N/c3cc(cc4c3nccc4)OC,6.621,active
5992,c1ccc2c(c1)ccc(c2Cc3c4ccccc4ccc3O)O,,active
5996,c1ccc(cc1)CSCCC(=O)O,,active
6091,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,4,inactive
6095,c1cc(cc2c1cc3ccc(cc3n2)N)N,,active
6132,Cc1ccc(c(c1)S(=O)(=O)O)/N=N/c2c3ccccc3cc(c2O)C(=O)O,4,inactive
6138,C1(C(C2C(C(C1O2)Br)Br)C(=O)O)C(=O)O,,active
6145,c1ccc(cc1)C(=O)c2ccccc2C(=O)c3ccccc3,4.38,inactive
6152,Cc1cc2cc3ccc(c(c3cc2c(c1)O)O)O,6.209,active
6171,CC1(C2CCC(O1)(CC2)C)C,4,inactive
6175,c1ccc2c(c1)ccc3c2ccc4c3cccc4,,active
6176,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c3ccnc4c3cccc4)O,,active
6225,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])CC(=O)O,,active
6226,c1cc(ccc1CBr)CBr,4,inactive
6239,c1ccc(cc1)CC(Cc2ccccc2)C(=O)O,,active
6246,Cc1ccc(cc1)N(Cc2ccccc2)Cc3ccccc3,,active
6266,c1ccc(cc1)C(=O)CC(=O)c2ccccc2,4.932,inactive
6268,c1ccc(cc1)/N=N/c2ccc(c(c2O)/N=N/c3ccccc3)O,4.301,inactive
6275,CC1=CCC(CC1=O)C(=C)C,4,inactive
6278,c1ccc2c(c1)ccc3c2nc(s3)N,8,active
6280,c1ccc2c(c1)c3ccccc3n2N=O,,active
6339,c1ccc2c(c1)-c3ccccc3C(C2=O)(Cl)Cl,5.567,inactive
6372,CC(C)[C@H]1CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)CN)C,5.556,inactive
6377,CC(C)[C@H]1CC[C@H]2[C@H](C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)CN)C,5.577,inactive
6386,CCN(CC)Cc1cc(cc(c1O)CC=C)c2cc(c(c(c2)CN(CC)CC)O)CC=C,4.869,inactive
6396,C1CN1P(=S)(N2CC2)N3CC3,5.709,inactive
6477,CCOC(=O)/C=C/c1ccc(o1)[N+](=O)[O-],5.784,inactive
6497,c1c(cncc1C(=O)O)C(=O)O,,active
6649,CCCCC/C(=C\c1ccccc1)/C=O,4,inactive
6777,c1cc2c(cc1Br)c3cc(cc(c3[nH]2)[N+](=O)[O-])Br,,active
6813,CCCCCCCCCNCCCCCCCCC,,active
6814,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,,active
6821,c1ccc(cc1)N(c2ccccc2)C(=O)Oc3ccccc3,4.537,inactive
6866,CCCNC(=O)c1ccc(cc1Cl)Cl,4,inactive
6883,c1cc(cc(c1)Oc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.215,active
6891,c1cc(ccc1NC(=O)c2ccc(c(c2)Cl)Cl)Br,5.361,inactive
6902,c1ccc(c(c1)NC(=O)c2ccc(cc2)[N+](=O)[O-])Cl,,active
6926,c1ccc(cc1)NNC(=O)C(=O)NNc2ccccc2,6.037,active
7175,C[N+](C)(C)C(Cc1c[nH]c(=S)[nH]1)C(=O)O,4,inactive
7210,c1cc2c(c(c1)O)C(=O)c3c(cccc3O)C2=O,4.364,inactive
7211,c1cc2c(c(c1)O)C(=O)c3cccc(c3C2=O)O,4,inactive
7212,c1ccc2c(c1)C(=O)c3ccc(c(c3C2=O)O)O,4.459,inactive
7213,c1cc2c(c(c1)N)C(=O)c3cccc(c3C2=O)N,,active
7215,Cc1cc(c(cc1N)N)Cc2cc(c(cc2N)N)C,,active
7223,c1ccc2c(c1)ccc(c2O)/N=N/c3c4ccc(cc4c(cc3O)S(=O)(=O)O)[N+](=O)[O-],4.533,inactive
7229,c1c/2cc(c(c1)/C=C\c3c(cc(cc3)/N=N\c4cc(c(cc4)/C=C\c5c(cc(cc5)/N=N2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,,active
7233,c1cc-2c(cc1Br)C(=O)c3ccc4c5ccc6c7c5c(ccc7-c8ccc(cc8C6=O)Br)c9c4c3c2cc9,5.642,inactive
7307,C/C(=N\O)/CC/C(=N/O)/C,,active
7345,C1C[N+]23CC(=O)O[Mn]245([N+]1(CC(=O)O4)CC(=O)O5)OC(=O)C3,,active
7346,C1C[N+]23CC(=O)O[Cu+2]245([N+]1(CC(=O)O4)CC(=O)O5)OC(=O)C3,,active
7354,c1[nH]c\2c(n1)[nH]cn/c2=N\N,,active
7359,c1nc(c2c(n1)n(cn2)C3C(C(C(O3)CO)O)O)N,,active
7364,Cc1c(c(nc(n1)N)N)c2ccc(c(c2)Cl)Cl,6.511,active
7365,C(CC(=O)C=[N+]=N)C(C(=O)O)N,6.093,active
7376,COc1cc(ccc1O)/C=C\[N+](=O)[O-],6.006,active
7389,c1ccc2c(c1)-c3ccccc3C(=O)C2=O,6.256,active
7390,COc1ccc(cc1OC)/C=C\[N+](=O)[O-],5.624,inactive
7419,CCN(CC)CCNC(=O)C(=C1C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,5.474,inactive
7420,c1c(cc(c(c1C2CCCCC2)O)C(=O)N)Br,4.848,inactive
7436,CC(C)(C)c1ccc(cc1)NS(=O)(=O)c2ccc(cc2)N,,active
7473,c1ccc(cc1)c2c(c(c(o2)c3ccccc3)CN4CCCCC4)CN5CCCCC5,5.599,inactive
7478,CCCCCN(CCCCC)CC(c1cc(c2ccc3cc(ccc3c2c1)C(C)C)C)O,6.078,active
7519,COc1c2c(cc3c1OCO3)C45CCN(C2)C4CC(C=C5)OC,5.311,inactive
7520,C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5C(=O)C4=C3C)C)O)C)NC1,,active
7521,CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)c6ccc(=O)oc6)C)C)O)O)O,9.174333333,active
7522,CC1C(C(CC(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O,6.388,active
7523,CC(=O)OC1CC2(C(CCC3(C2(CCC3c4ccc(=O)oc4)O)C)C5(C1=CC(CC5)OC6C(C(C(C(O6)CO)O)O)O)C)O,7.824,active
7524,C[C@H]1CC[C@H]2[C@@]([C@]3([C@H](C[C@]4([C@@H]5CC[C@H]6[C@]7([C@]5(C[C@]4([C@@H]3CN2C1)O)O[C@]6([C@H](CC7)OC(=O)c8ccc(c(c8)OC)OC)O)C)O)O)O)(C)O,4.126,inactive
7525,CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)c6ccc(=O)oc6)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O,10,active
7529,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,7.471,active
7530,CC1C(C(CC(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O,7.727,active
7532,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,6.954,active
7533,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,,active
7534,CC(=O)OC1CC2(C(CCC3(C2(CCC3c4ccc(=O)oc4)O)C)C5(C1=CC(CC5)O)C)O,,active
7535,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,,active
7571,c1ccc2c(c1)c(c3ccccc3n2)N,5.557,inactive
7576,c1ccc2c(c1)C(=O)C3=C(C2=O)C(C(C4C3C=CC=N4)(O)S(=O)(=O)O)(O)S(=O)(=O)O,5.339,inactive
7578,c1ccc(cc1)Nc2c(ccc3c2C(=O)c4ccccc4C3=O)C(=O)O,4.388,inactive
7606,C1(C(=O)NC(=O)N1)NC(=O)N,4,inactive
7616,C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,,active
7627,c1cc(ccc1C(=O)O)N,4,inactive
7711,c1ccc2c(c1)c3=[N+]([Cu+2]4([N+](=c5c6ccccc6[nH]c5=[O+]4)[O-])[O+]=c3[nH]2)[O-],,active
7734,CC1(C2CCC1(C(C2)Cl)CC(=O)O)C,,active
7757,C[C@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)/C=C/c3ccccc3,,active
7774,C=CC(=O)NCNC(=O)C=C,4,inactive
7778,COc1ccc(c(c1)O)C(=O)c2ccccc2,4.34,inactive
7781,Cc1cc(c(c(c1)C(C)(C)C)O)Cc2cc(cc(c2O)C(C)(C)C)C,5.351,inactive
7782,CCc1cc(c(c(c1)C(C)(C)C)O)Cc2cc(cc(c2O)C(C)(C)C)CC,5.485,inactive
7795,Cc1ccc(c(c1)S(=O)(=O)O)Nc2ccc(c3c2C(=O)c4ccccc4C3=O)Nc5ccc(cc5S(=O)(=O)O)C,4,inactive
7796,c1ccc2c(c1)C(=O)c3cc(c(c(c3C2=O)O)O)S(=O)(=O)O,4,inactive
7801,Cc1ccc(cc1)[n+]2c3cc(c(cc3nc4c2cc(c(c4)C)Nc5ccccc5)C)N,6.787,active
7805,c1cc(ccc1C(=C2C=CC(=O)C=C2)c3ccc(cc3)O)O,5.627,inactive
7810,c1cc2cccc(c2c(c1)c3cccc4c3c(ccc4)C(=O)O)C(=O)O,,active
7811,CN(C)c1ccc(cc1)N=C2C=CC(=[N+](C)C)C=C2,,active
7813,CCN(CC)c1cc2c(cc1C)nc-3c(cc(=N)cc3o2)N,,active
7814,Cc1ccc(cc1)/N=N\c2c3ccc(cc3ccc2O)S(=O)(=O)O,,active
7821,CCN(CC)c1cc2c(cc1C)nc3ccc(cc3[o+]2)N(C)C,5.562,inactive
7823,CCN(CC)c1ccc2c(c1)[o+]c3c(n2)c(cc(c3O)O)C(=O)N,5.547,inactive
7831,c1ccc(cc1)/N=N/c2c3ccc(cc3ccc2O)S(=O)(=O)O,4,inactive
7832,c1ccc(cc1)/N=N/c2ccc(cc2)/N=N/c3c(ccc4c3c(cc(c4)S(=O)(=O)O)S(=O)(=O)O)O,,active
7833,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,,active
7834,c1ccc2c(c1)cccc2/N=N/c3c(ccc4c3c(cc(c4)S(=O)(=O)O)S(=O)(=O)O)O,,active
7853,Cn1cnc2c1c(nc(n2)Cl)Cl,6.223,active
7950,c1ccc(cc1)c2ccc(c(c2)N)O,4.469,inactive
7962,CCC(C)(C)c1ccc(cc1)Oc2cccc(c2)C(=O)O,,active
8090,c1ccc(cc1)C(=O)Nc2cccc3c2cccc3,,active
8096,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,4,inactive
8101,C1(C(C(C(C(C1O)O)O)O)O)O,4.247,inactive
8117,C(C(C1C(=C(C(=O)O1)O)O)O)O,3.457,inactive
8120,C1C=C2C(=CC(=O)O2)C(O1)O,,active
8174,c1ccc(cc1)NC(=N)NC(=N)N,,active
8179,c1ccc(cc1)c2[nH]nc(n2)NC(=O)N,,active
8360,CCN(CC)CCCC(c1ccc(cc1)F)Nc2c3ccc(cc3nc4c2cc(cc4)OC)Cl,5.659,inactive
8369,c1cc(ccc1NC(=O)CCl)Cl,,active
8423,CC(C)C(=O)N,2.301,inactive
8451,CCCC(=O)OCC(CO)O,2.301,inactive
8510,CCOC(=O)c1ccc(cc1)O,4,inactive
8552,c1ccc2c(c1)cc(c3c2cccc3)Cl,4.512,inactive
8590,Cc1cc(cc2c1ccc3c2ccc(c3)C(C)C)C(CN(C)C)O,5.707,inactive
8591,CCN(CC)CCCCNc1c2ccc(cc2nc3c1cc(cc3)OC)Cl,6.685,active
8643,CN(C)c1ccc2c(c1)[o+]c3c(n2)c(cc(c3O)O)C(=O)N,6.026,active
8661,c1cc2c(cc1O)OCC3(C2c4cc(c(cc4C3)O)O)O,4.511,inactive
8672,CCNc1ccc(cc1)C(=C2C=CC(=N)C=C2)c3ccc(c(c3)C)N(CC)CC,6.504,active
8673,Cc1cc(ccc1N(C)C)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)[N+](C)(C)C,5.791,inactive
8675,CCN(CC)c1ccc(cc1)C(=C2C=CC(=[N+](CC)CC)C=C2)c3ccc(cc3)N(CC)CC,7.074,active
8680,Cc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(cc(c4cc3)S(=O)(=O)O)S(=O)(=O)O)N)O)C)/N=N/c5c(c6c(c(cc(c6cc5)S(=O)(=O)O)S(=O)(=O)O)N)O,,active
8704,c1cc2c(cc(c(c2nc1)O)I)I,5.24,inactive
8774,c1ccc2c(c1)ccc(=O)o2,,active
8786,CCCC[Sn](CCCC)(OC(=O)C)OC(=O)C,6.243,active
8797,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,active
8806,c1cc(ccc1C[C@@H](C(=O)O)N)N(CCCl)CCCl,5.766,inactive
8836,CCOC(=O)NC,4,inactive
8960,CCC(CS(=O)(=O)O)[N+](=O)[O-],,active
8967,c1ccc2c(c1)nc(o2)NC(=N)N,4,inactive
8974,c1cc(ccc1Br)[I+]c2ccc(cc2)Br,,active
8982,c1c(cc(c(c1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],,active
8985,Cc1ccc(cc1)[I+]c2ccc(cc2)C,,active
8994,CC(C)(C)c1ccc(cc1)[I+]c2ccc(cc2)C(C)(C)C,6.029,active
8995,c1ccc(cc1)/N=N/c2ccc(cc2)/N=N/c3c4ccccc4ccc3O,4.627,inactive
9037,c1ccc(c(c1)c2c3cc(c(cc3oc-4cc(=O)c(cc24)O)O)O)O,5.333,inactive
9040,c1cc(ccc1C[As](=O)(O)O)[N+](=O)[O-],,active
9168,CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)/C=C/C=C/C=C/C=C\C(=O)O)OC)C,4,inactive
9170,COc1cc2c(c(c1OC)OC)-c3ccc(c(=O)cc3[C@H](CC2)N)SC,6.708,active
9219,c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)O)O)O)O,4.45,inactive
9223,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,5.617,inactive
9226,C1C(=O)NC(=O)N1,,active
9279,CC(=CCC/C(=C/CO)/C)C,,active
9283,c1ccc(cc1)c2ccccc2I,4.737,inactive
9291,CN(C)c1ccc2c(c1)[o+]c3ccc4ccccc4c3n2,5.466,inactive
9327,CCC(C)(C)c1ccc(cc1)OCCCCCCN2CCNCC2,5.902,inactive
9329,c1cc(ccc1C2CCCCC2)OCCCCCCN3CCNCC3,5.922,inactive
9345,C(C(=O)O)N(CC(=O)O)N,,active
9358,CN(C)c1ccc(cc1)/N=N/c2ccccn2,,active
9363,c1cc2c(cc1F)c(c[nH]2)CC(C(=O)O)N,3.4605,inactive
9364,c1cc2c(cc1F)[nH]cc2CC(C(=O)O)N,3.492,inactive
9403,CN(C)c1ccc2c(c1)[s+]c3c(n2)ccc(c3[N+](=O)[O-])N(C)C,6.099,active
9404,CN(C)c1ccc2c(c1)[n+](c3cc(ccc3n2)N)c4ccccc4,5.612,inactive
9408,Cc1cc(=O)oc2c1ccc(c2)O,4.161,inactive
9433,COc1nc(nc(n1)OC)/C=N/NC(=S)N,4.163,inactive
9591,c1cc2c(cc1N)[s+]c3cc(ccc3n2)N,5.333,inactive
9594,CN(C)c1ccc2c(c1)[n+](c3cc(ccc3n2)N)c4ccccc4,6.273,active
9598,CNc1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C,6.197,active
9600,c1ccc2c(c1)ccc(c2N(Nc3ccc(cc3)S(=O)(=O)O)S(=O)(=O)O)O,4,inactive
9605,CCNc1cc2c(cc1C)nc3cc(c(cc3[s+]2)NCC)C,5.998,inactive
9608,c1ccc2cc(ccc2c1)c3c(ccc4c3C(=O)c5ccccc5C4=O)C(=O)O,4.78,inactive
9609,Cc1cc(ccc1/N=N/c2cccc(c2)[N+](C)(C)C)/N=N/c3c4ccccc4ccc3O,5.114,inactive
9610,CCN(CC)c1ccc2c(c1)[n+](c3cc(ccc3n2)/N=N/c4ccc(cc4)O)c5ccccc5,,active
9612,CCN(CC)c1ccc2c(c1)[o+]c3cc(c4ccccc4c3n2)NCc5ccccc5,6.569,active
9614,c1c(ccc(c1)/N=N/c2c(c3c(cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)N)O)c4ccc(cc4)/N=N/c5c(c6c(cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)N)O,,active
9616,COc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(cc(cc4cc3S(=O)(=O)O)S(=O)(=O)O)N)O)OC)/N=N/c5c(c6c(cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)N)O,,active
9617,COc1c(ccc(c1)c2cc(c(cc2)/N=N/c3c(c4c(c(cc(c4cc3)S(=O)(=O)O)S(=O)(=O)O)N)O)OC)/N=N/c5c(c6c(c(cc(c6cc5)S(=O)(=O)O)S(=O)(=O)O)N)O,,active
9665,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)O)OC)C,,active
9667,CCCCCCCCc1ccc(cc1)OCCOCC[N+](C)(C)CC,5.523,inactive
9688,CCN(CC)CCC(CNc1c2ccc(cc2nc3c1cc(cc3)OC)Cl)c4ccccc4,6.491,active
9691,CC(C)CCN(CCCCCCCCCCN1CCCc2c1ccc(c2)OC)CCC(C)C,,active
9703,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,4,inactive
9704,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,4,inactive
9706,C1CN1c2nc(nc(n2)N3CC3)N4CC4,6.305,active
9713,C(CCCl)CC(CCl)NCCCl,5.179,inactive
9746,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC=C3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)C(C4C(=O)O)C(=O)O)C,,active
9768,c1cc(c(cc1Cl)Cc2cc(cc(c2O)Cl)Cl)O,5.299,inactive
9771,CCCC(C)c1cc(c(c(c1)Cc2cc(cc(c2O)Cl)Cl)O)Cc3cc(cc(c3O)Cl)Cl,6.604,active
9772,c1cc(c(c2c1cc(cc2)Br)c3c4ccc(cc4ccc3O)Br)O,5.599,inactive
9849,c1ccc2c(c1)cccc2NCCN,4,inactive
9850,c1ccc2c(c1)ccc3c2cccn3,4.235,inactive
9853,c1ccc2c(c1)ccc(c2/N=N/c3ccc(cc3)S(=O)(=O)O)O,4,inactive
9855,c1ccc(cc1)[n+]2c3cc(ccc3nc4c2cc(cc4)N)N,4.006,inactive
9856,CCCCCCCC/C=C\CCCCCCCC(=O)O,,active
9858,Cc1cc(ccc1N)C(=C2C=CC(=N)C(=C2)C)c3ccc(c(c3)C)N,5.524,inactive
9896,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,4,inactive
9906,C(CSC(=S)N)C(=O)O,,active
9908,Cc1ccc(cc1)S(=O)(=O)N,3,inactive
9921,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N,4,inactive
9928,c1ccc(cc1)SCCC(=O)NN,4,inactive
9936,CC(C)c1ccc(cc1)/C=N/NC(=S)N,4.813,inactive
9948,CC(Cc1c[nH]c2c1cccc2)(C(=O)O)N,3.301,inactive
9951,CCCCCCCCCC[N+](C)(C)C,5.953,inactive
9959,c1ccc(cc1)CC(C(=O)O)N,,active
9993,CC(CN(C)C)C(C#N)(c1ccccc1)c2ccccc2,,active
10010,Cc1cc(c2cc(ccc2n1)OC)NCCCCCCCCCNc3cc(nc4c3cc(cc4)OC)C,6.313,active
10018,CCCCCCCCCCCCn1c(nc2c1cccc2)C,,active
10023,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,4,inactive
10036,CCN(CC)CCC(CNc1ccnc2c1ccc(c2)Cl)c3ccc(cc3)Cl,6.508,active
10037,CCN(CC)CCC(CNc1ccnc2c1ccc(c2)Cl)c3ccccc3,5.652,inactive
10120,c1cc2c(cc1/C=C\[N+](=O)[O-])OCO2,5.564,inactive
10121,c1ccc2c(c1)CCC(=O)O2,4,inactive
10134,c1ccc(cc1)/C=C(\CC(=O)O)/C(=O)O,,active
10135,COc1ccc(c(c1)OC)C#CC(=O)O,4,inactive
10144,COc1cccc(c1OC)C#CC(=O)OC,4.729,inactive
10171,c1ccc(cc1)C2C(=O)OC(=N2)c3ccccc3,4,inactive
10372,C\1COC(=O)/C1=N\O,4,inactive
10388,c1cc2c(cc1[N+](=O)[O-])cc(c(=O)o2)Br,4.325,inactive
10392,Cc1cc(c(c(c1N)C)N)C,4,inactive
10408,c1ccc(cc1)C[N+]23CN4CN(C2)CN(C4)C3,,active
10411,c1ccc(cc1)/C=C/C(=O)N2CCCCC2,4,inactive
10424,CN(Cc1cccc2c1cccc2)Cc3cccc4c3cccc4,4.511,inactive
10425,c1cc(ccc1C(c2ccc(cc2)Cl)(C(c3ccc(cc3)Cl)(c4ccc(cc4)Cl)O)O)Cl,5.603,inactive
10427,Cc1ccc(cc1)/C=C/2\CCOC2=O,4,inactive
10428,COc1ccc(cc1)/C=C\2/CCOC2=O,4,inactive
10438,c1cc2c(cc1O)oc-3cc(=O)ccc3[n+]2[O-],4.815,inactive
10447,c1ccc2c(c1)C(=O)c3c(cc(c(c3C2=O)O)O)O,,active
10450,c1ccc(cc1)/N=N/c2c(ccc3c2c(cc(c3)S(=O)(=O)O)S(=O)(=O)O)O,,active
10457,Cc1ccc(c(c1)C)/N=N/c2c3ccccc3ccc2O,,active
10458,Cc1ccc(c(c1)C)/N=N\c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O,4,inactive
10459,c1ccc2c(c1)C(OS2(=O)=O)(c3ccc(cc3)O)c4ccc(cc4)O,,active
10460,c1cc(ccc1C(=C2C=CC(=N)C=C2)c3ccc(cc3)N)N,4.953,inactive
10461,Cc1cc(c(cc1C)/N=N/c2c3ccc(cc3cc(c2O)S(=O)(=O)O)S(=O)(=O)O)C,,active
10466,Cc1cc(ccc1N)C(=C2C=CC(=N)C=C2)c3ccc(cc3)N,,active
10469,c1ccc2c(c1)ccc(c2/N=N/c3ccc(cc3S(=O)(=O)O)/N=N\c4ccccc4S(=O)(=O)O)O,,active
10470,Cc1cc(ccc1O)/C(=C/2\C=CC(=O)C(=C2)C)/c3ccccc3C(=O)O,4.685,inactive
10472,Cc1ccccc1/N=N/c2ccc(c(c2)C)/N=N/c3c4ccccc4ccc3O,,active
10482,CN(C)c1ccc(cc1)/C=C/c2ccnc3c2cccc3,4.516,inactive
10483,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,4,inactive
10492,CCN(CC)CCCC(CNc1ccnc2c1ccc(c2)Cl)c3ccc(cc3)Cl,6.472,active
10493,CCN(CC)CCC(CNc1ccnc2c1ccc(c2)Cl)c3ccc(cc3)OC,5.636,inactive
